Row,Year,Type,AL,Totals,"Children, armed, or not in labor force",Employed,Unemployed
2839,2010,High school or equivalent,FL,"1,876","2,170",399,
2840,2010,High school or equivalent,GA,796,"1,216",232,
2841,2010,High school or equivalent,HI,125,171,18,
2842,2010,High school or equivalent,ID,105,203,18,
2843,2010,High school or equivalent,IL,"1,034","1,583",273,
2844,2010,High school or equivalent,IN,719,"1,020",188,
2845,2010,High school or equivalent,IA,219,486,58,
2846,2010,High school or equivalent,KS,232,303,32,
2847,2010,High school or equivalent,KY,424,563,77,
2848,2010,High school or equivalent,LA,526,678,64,
2849,2010,High school or equivalent,ME,137,194,27,
2850,2010,High school or equivalent,MD,420,700,109,
2851,2010,High school or equivalent,MA,597,824,114,
2852,2010,High school or equivalent,MI,"1,067","1,160",314,
2853,2010,High school or equivalent,MN,373,638,92,
2854,2010,High school or equivalent,MS,301,329,47,
2855,2010,High school or equivalent,MO,591,893,132,
2856,2010,High school or equivalent,MT,98,130,24,
2857,2010,High school or equivalent,NE,138,236,22,
2858,2010,High school or equivalent,NV,234,390,66,
2859,2010,High school or equivalent,NH,95,172,20,
2860,2010,High school or equivalent,NJ,735,"1,219",215,
2861,2010,High school or equivalent,NM,171,213,36,
2862,2010,High school or equivalent,NY,"1,829","2,327",308,
2863,2010,High school or equivalent,NC,902,"1,232",164,
2864,2010,High school or equivalent,ND,37,87,7,
2865,2010,High school or equivalent,OH,"1,266","1,840",311,
2866,2010,High school or equivalent,OK,339,549,45,
2867,2010,High school or equivalent,OR,334,471,111,
2868,2010,High school or equivalent,PA,"1,463","2,124",243,
2869,2010,High school or equivalent,RI,73,131,25,
2870,2010,High school or equivalent,SC,456,613,118,
2871,2010,High school or equivalent,SD,53,131,10,
2872,2010,High school or equivalent,TN,668,881,141,
2873,2010,High school or equivalent,TX,"1,681","3,018",342,
2874,2010,High school or equivalent,UT,177,318,42,
2875,2010,High school or equivalent,VT,55,102,11,
2876,2010,High school or equivalent,VA,615,969,147,
2877,2010,High school or equivalent,WA,417,690,125,
2878,2010,High school or equivalent,WV,284,264,33,
2879,2010,High school or equivalent,WI,425,840,138,
2880,2010,High school or equivalent,WY,45,85,12,
2881,2010,"Some college, less than 4-yr degree",Totals,"64,217","20,217","39,900","4,100"
2882,2010,"Some college, less than 4-yr degree",AL,335,558,52,
2884,2010,"Some college, less than 4-yr degree",AK,52,109,10,
2885,2010,"Some college, less than 4-yr degree",AZ,494,895,75,
2886,2010,"Some college, less than 4-yr degree",AR,215,350,26,
2887,2010,"Some college, less than 4-yr degree",CA,"2,669","4,657",647,
2888,2010,"Some college, less than 4-yr degree",CO,333,600,55,
2889,2010,"Some college, less than 4-yr degree",CT,205,417,44,
2890,2010,"Some college, less than 4-yr degree",DE,63,100,10,
2891,2010,"Some college, less than 4-yr degree",DC,33,43,8,
2892,2010,"Some college, less than 4-yr degree",FL,"1,443","2,552",245,
2893,2010,"Some college, less than 4-yr degree",GA,609,"1,118",144,
2894,2010,"Some college, less than 4-yr degree",HI,96,185,14,
2895,2010,"Some college, less than 4-yr degree",ID,124,239,30,
2896,2010,"Some college, less than 4-yr degree",IL,850,"1,661",194,
2897,2010,"Some college, less than 4-yr degree",IN,409,776,96,
2898,2010,"Some college, less than 4-yr degree",IA,161,542,46,
2899,2010,"Some college, less than 4-yr degree",KS,213,426,25,
2900,2010,"Some college, less than 4-yr degree",KY,281,571,63,
2901,2010,"Some college, less than 4-yr degree",LA,321,527,34,
2902,2010,"Some college, less than 4-yr degree",ME,88,176,12,
2903,2010,"Some college, less than 4-yr degree",MD,349,728,46,
2904,2010,"Some college, less than 4-yr degree",MA,422,697,67,
2905,2010,"Some college, less than 4-yr degree",MI,688,"1,390",204,
2906,2010,"Some college, less than 4-yr degree",MN,278,926,72,
2907,2010,"Some college, less than 4-yr degree",MS,227,387,33,
2908,2010,"Some college, less than 4-yr degree",MO,411,827,118,
2909,2010,"Some college, less than 4-yr degree",MT,72,157,13,
2910,2010,"Some college, less than 4-yr degree",NE,96,312,13,
2911,2010,"Some college, less than 4-yr degree",NV,165,342,62,
2912,2010,"Some college, less than 4-yr degree",NH,77,213,15,
2913,2010,"Some college, less than 4-yr degree",NJ,460,"1,007",92,
2914,2010,"Some college, less than 4-yr degree",NM,170,243,23,
2915,2010,"Some college, less than 4-yr degree",NY,"1,194","2,290",194,
2916,2010,"Some college, less than 4-yr degree",NC,595,"1,298",105,
2917,2010,"Some college, less than 4-yr degree",ND,35,140,5,
2918,2010,"Some college, less than 4-yr degree",OH,669,"1,596",189,
2919,2010,"Some college, less than 4-yr degree",OK,262,523,41,
2920,2010,"Some college, less than 4-yr degree",OR,283,546,78,
2921,2010,"Some college, less than 4-yr degree",PA,764,"1,285",122,
2922,2010,"Some college, less than 4-yr degree",RI,52,146,20,
2923,2010,"Some college, less than 4-yr degree",SC,271,578,54,
2924,2010,"Some college, less than 4-yr degree",SD,51,133,7,
2925,2010,"Some college, less than 4-yr degree",TN,410,760,70,
2926,2010,"Some college, less than 4-yr degree",TX,"1,430","3,122",259,
2927,2010,"Some college, less than 4-yr degree",UT,187,466,30,
2928,2010,"Some college, less than 4-yr degree",VT,29,85,8,
2929,2010,"Some college, less than 4-yr degree",VA,483,936,100,
2930,2010,"Some college, less than 4-yr degree",WA,617,"1,102",114,
2931,2010,"Some college, less than 4-yr degree",WV,124,184,16,
2932,2010,"Some college, less than 4-yr degree",WI,319,879,97,
2933,2010,"Some college, less than 4-yr degree",WY,37,98,5,
2934,2010,Bachelor's degree or higher,Totals,"62,566","14,325","45,900","2,341"
2935,2010,Bachelor's degree or higher,AL,167,504,27,
2937,2010,Bachelor's degree or higher,AK,24,92,4,
2938,2010,Bachelor's degree or higher,AZ,366,882,61,
2939,2010,Bachelor's degree or higher,AR,93,249,19,
2940,2010,Bachelor's degree or higher,CA,"1,958","5,761",382,
2941,2010,Bachelor's degree or higher,CO,307,"1,041",58,
2942,2010,Bachelor's degree or higher,CT,235,689,37,
2943,2010,Bachelor's degree or higher,DE,50,121,5,
2944,2010,Bachelor's degree or higher,DC,37,194,7,
2945,2010,Bachelor's degree or higher,FL,"1,119","2,676",115,
2946,2010,Bachelor's degree or higher,GA,375,"1,499",70,
2947,2010,Bachelor's degree or higher,HI,69,185,5,
2948,2010,Bachelor's degree or higher,ID,65,192,5,
2949,2010,Bachelor's degree or higher,IL,525,"2,195",152,
2950,2010,Bachelor's degree or higher,IN,191,753,36,
2951,2010,Bachelor's degree or higher,IA,90,425,9,
2952,2010,Bachelor's degree or higher,KS,126,448,19,
2953,2010,Bachelor's degree or higher,KY,140,510,34,
2954,2010,Bachelor's degree or higher,LA,176,569,9,
2955,2010,Bachelor's degree or higher,ME,64,207,7,
2956,2010,Bachelor's degree or higher,MD,307,"1,173",39,
2957,2010,Bachelor's degree or higher,MA,388,"1,457",76,
2958,2010,Bachelor's degree or higher,MI,491,"1,353",69,
2959,2010,Bachelor's degree or higher,MN,215,928,41,
2960,2010,Bachelor's degree or higher,MS,104,232,10,
2961,2010,Bachelor's degree or higher,MO,207,713,16,
2962,2010,Bachelor's degree or higher,MT,43,153,5,
2963,2010,Bachelor's degree or higher,NE,60,302,3,
2964,2010,Bachelor's degree or higher,NV,98,294,24,
2965,2010,Bachelor's degree or higher,NH,72,275,9,
2966,2010,Bachelor's degree or higher,NJ,451,"1,592",101,
2967,2010,Bachelor's degree or higher,NM,93,254,12,
2968,2010,Bachelor's degree or higher,NY,"1,124","3,296",216,
2969,2010,Bachelor's degree or higher,NC,469,"1,271",47,
2970,2010,Bachelor's degree or higher,ND,22,107,1,
2971,2010,Bachelor's degree or higher,OH,369,"1,408",50,
2972,2010,Bachelor's degree or higher,OK,158,451,14,
2973,2010,Bachelor's degree or higher,OR,201,580,37,
2974,2010,Bachelor's degree or higher,PA,527,"1,755",92,
2975,2010,Bachelor's degree or higher,RI,47,175,12,
2976,2010,Bachelor's degree or higher,SC,227,547,21,
2977,2010,Bachelor's degree or higher,SD,26,119,3,
2978,2010,Bachelor's degree or higher,TN,218,811,34,
2979,2010,Bachelor's degree or higher,TX,915,"3,193",153,
2980,2010,Bachelor's degree or higher,UT,144,350,15,
2981,2010,Bachelor's degree or higher,VT,29,125,3,
2982,2010,Bachelor's degree or higher,VA,452,"1,510",47,
2983,2010,Bachelor's degree or higher,WA,331,"1,193",76,
2984,2010,Bachelor's degree or higher,WV,71,198,5,
2985,2010,Bachelor's degree or higher,WI,264,828,44,
2986,2010,Bachelor's degree or higher,WY,22,64,2,
3003,2011,Totals,Totals,"306,553","153,283","138,798","14,473"
3004,2011,Totals,AL,"2,491","1,965",260,
3006,2011,Totals,AK,345,320,31,
3007,2011,Totals,AZ,"3,362","2,770",307,
3008,2011,Totals,AR,"1,511","1,237",132,
3009,2011,Totals,CA,"18,950","16,102","2,240",
3010,2011,Totals,CO,"2,333","2,424",243,
3011,2011,Totals,CT,"1,635","1,718",193,
3012,2011,Totals,DE,438,415,38,
3013,2011,Totals,DC,248,321,35,
3014,2011,Totals,FL,"9,612","8,285",879,
3015,2011,Totals,GA,"5,041","4,156",461,
3016,2011,Totals,HI,652,616,46,
3017,2011,Totals,ID,791,679,76,
3018,2011,Totals,IL,"6,168","5,980",645,
3019,2011,Totals,IN,"3,339","2,786",284,
3020,2011,Totals,IA,"1,326","1,543",115,
3021,2011,Totals,KS,"1,369","1,285",116,
3022,2011,Totals,KY,"2,205","1,883",199,
3023,2011,Totals,LA,"2,489","1,738",190,
3024,2011,Totals,ME,634,598,68,
3025,2011,Totals,MD,"2,620","2,920",249,
3026,2011,Totals,MA,"3,040","3,222",281,
3027,2011,Totals,MI,"5,140","4,109",515,
3028,2011,Totals,MN,"2,339","2,661",220,
3029,2011,Totals,MS,"1,602","1,181",146,
3030,2011,Totals,MO,"2,932","2,756",255,
3031,2011,Totals,MT,479,459,43,
3032,2011,Totals,NE,792,965,49,
3033,2011,Totals,NV,"1,259","1,241",198,
3034,2011,Totals,NH,575,685,37,
3035,2011,Totals,NJ,"4,126","4,125",491,
3036,2011,Totals,NM,"1,145",830,59,
3037,2011,Totals,NY,"9,804","8,605",726,
3038,2011,Totals,NC,"4,785","4,097",500,
3039,2011,Totals,ND,277,361,16,
3040,2011,Totals,OH,"5,627","5,204",527,
3041,2011,Totals,OK,"1,949","1,660",93,
3042,2011,Totals,OR,"1,841","1,743",186,
3043,2011,Totals,PA,"6,199","5,818",528,
3044,2011,Totals,RI,489,490,64,
3045,2011,Totals,SC,"2,423","1,907",239,
3046,2011,Totals,SD,360,412,28,
3047,2011,Totals,TN,"3,149","2,879",296,
3048,2011,Totals,TX,"12,833","11,347","1,046",
3049,2011,Totals,UT,"1,465","1,205",100,
3050,2011,Totals,VT,257,346,22,
3051,2011,Totals,VA,"3,727","3,847",271,
3052,2011,Totals,WA,"3,312","3,037",380,
3053,2011,Totals,WV,"1,026",735,62,
3054,2011,Totals,WI,"2,520","2,852",266,
3055,2011,Totals,WY,252,280,19,
3056,2011,Children under 15,Totals,"61,180","61,180",.,.
3058,2011,Children under 15,AL,934,.,.,
3060,2011,Children under 15,AK,155,.,.,
3061,2011,Children under 15,AZ,"1,327",.,.,
3062,2011,Children under 15,AR,595,.,.,
3063,2011,Children under 15,CA,"7,642",.,.,
3064,2011,Children under 15,CO,"1,034",.,.,
3065,2011,Children under 15,CT,649,.,.,
3066,2011,Children under 15,DE,167,.,.,
3067,2011,Children under 15,DC,88,.,.,
3068,2011,Children under 15,FL,"3,271",.,.,
3069,2011,Children under 15,GA,"2,056",.,.,
3070,2011,Children under 15,HI,253,.,.,
3071,2011,Children under 15,ID,360,.,.,
3072,2011,Children under 15,IL,"2,551",.,.,
3073,2011,Children under 15,IN,"1,363",.,.,
3074,2011,Children under 15,IA,602,.,.,
3075,2011,Children under 15,KS,602,.,.,
3076,2011,Children under 15,KY,850,.,.,
3077,2011,Children under 15,LA,943,.,.,
3078,2011,Children under 15,ME,221,.,.,
3079,2011,Children under 15,MD,"1,114",.,.,
3080,2011,Children under 15,MA,"1,151",.,.,
3081,2011,Children under 15,MI,"1,885",.,.,
3082,2011,Children under 15,MN,"1,061",.,.,
3083,2011,Children under 15,MS,634,.,.,
3084,2011,Children under 15,MO,"1,157",.,.,
3085,2011,Children under 15,MT,184,.,.,
3086,2011,Children under 15,NE,386,.,.,
3087,2011,Children under 15,NV,553,.,.,
3088,2011,Children under 15,NH,226,.,.,
3089,2011,Children under 15,NJ,"1,657",.,.,
3090,2011,Children under 15,NM,440,.,.,
3091,2011,Children under 15,NY,"3,498",.,.,
3092,2011,Children under 15,NC,"1,913",.,.,
3093,2011,Children under 15,ND,126,.,.,
3094,2011,Children under 15,OH,"2,231",.,.,
3095,2011,Children under 15,OK,780,.,.,
3096,2011,Children under 15,OR,719,.,.,
3097,2011,Children under 15,PA,"2,252",.,.,
3098,2011,Children under 15,RI,181,.,.,
3099,2011,Children under 15,SC,900,.,.,
3100,2011,Children under 15,SD,170,.,.,
3101,2011,Children under 15,TN,"1,227",.,.,
3102,2011,Children under 15,TX,"5,855",.,.,
3103,2011,Children under 15,UT,734,.,.,
3104,2011,Children under 15,VT,104,.,.,
3105,2011,Children under 15,VA,"1,531",.,.,
3106,2011,Children under 15,WA,"1,329",.,.,
3107,2011,Children under 15,WV,319,.,.,
3108,2011,Children under 15,WI,"1,092",.,.,
3109,2011,Children under 15,WY,113,.,.,
3110,2011,No high school diploma,Totals,"44,055","28,170","12,786","3,099"
3111,2011,No high school diploma,AL,543,185,62,
3113,2011,No high school diploma,AK,62,20,5,
3114,2011,No high school diploma,AZ,640,271,69,
3115,2011,No high school diploma,AR,267,110,27,
3116,2011,No high school diploma,CA,"3,924","2,168",580,
3117,2011,No high school diploma,CO,336,165,60,
3118,2011,No high school diploma,CT,296,111,32,
3119,2011,No high school diploma,DE,77,40,8,
3120,2011,No high school diploma,DC,42,24,7,
3121,2011,No high school diploma,FL,"1,586",619,165,
3122,2011,No high school diploma,GA,961,340,96,
3123,2011,No high school diploma,HI,107,26,5,
3124,2011,No high school diploma,ID,114,71,18,
3125,2011,No high school diploma,IL,"1,120",451,127,
3126,2011,No high school diploma,IN,539,236,33,
3127,2011,No high school diploma,IA,218,142,26,
3128,2011,No high school diploma,KS,187,116,21,
3129,2011,No high school diploma,KY,451,167,52,
3130,2011,No high school diploma,LA,498,156,63,
3131,2011,No high school diploma,ME,104,37,16,
3132,2011,No high school diploma,MD,416,254,46,
3133,2011,No high school diploma,MA,565,203,30,
3134,2011,No high school diploma,MI,922,268,73,
3135,2011,No high school diploma,MN,352,164,33,
3136,2011,No high school diploma,MS,320,133,53,
3137,2011,No high school diploma,MO,535,233,68,
3138,2011,No high school diploma,MT,66,21,10,
3139,2011,No high school diploma,NE,111,104,11,
3140,2011,No high school diploma,NV,182,142,42,
3141,2011,No high school diploma,NH,90,38,7,
3142,2011,No high school diploma,NJ,738,324,71,
3143,2011,No high school diploma,NM,206,101,16,
3144,2011,No high school diploma,NY,"2,000",703,144,
3145,2011,No high school diploma,NC,873,396,119,
3146,2011,No high school diploma,ND,47,24,4,
3147,2011,No high school diploma,OH,"1,056",368,89,
3148,2011,No high school diploma,OK,330,151,29,
3149,2011,No high school diploma,OR,257,110,28,
3150,2011,No high school diploma,PA,"1,109",407,98,
3151,2011,No high school diploma,RI,103,43,15,
3152,2011,No high school diploma,SC,478,169,48,
3153,2011,No high school diploma,SD,53,34,6,
3154,2011,No high school diploma,TN,687,225,64,
3155,2011,No high school diploma,TX,"2,601","1,803",294,
3156,2011,No high school diploma,UT,187,116,27,
3157,2011,No high school diploma,VT,41,20,5,
3158,2011,No high school diploma,VA,602,321,60,
3159,2011,No high school diploma,WA,524,213,76,
3160,2011,No high school diploma,WV,228,42,17,
3161,2011,No high school diploma,WI,378,176,41,
3162,2011,No high school diploma,WY,38,23,4,
3163,2011,High school or equivalent,Totals,"70,809","27,439","38,113","5,257"
3164,2011,High school or equivalent,AL,497,621,100,
3166,2011,High school or equivalent,AK,50,88,12,
3167,2011,High school or equivalent,AZ,497,663,106,
3168,2011,High school or equivalent,AR,328,472,58,
3169,2011,High school or equivalent,CA,"2,593","3,530",718,
3170,2011,High school or equivalent,CO,326,512,66,
3171,2011,High school or equivalent,CT,263,460,77,
3172,2011,High school or equivalent,DE,88,139,16,
3173,2011,High school or equivalent,DC,39,46,14,
3174,2011,High school or equivalent,FL,"1,998","2,341",278,
3175,2011,High school or equivalent,GA,892,"1,127",168,
3176,2011,High school or equivalent,HI,118,188,17,
3177,2011,High school or equivalent,ID,125,194,28,
3178,2011,High school or equivalent,IL,"1,091","1,543",239,
3179,2011,High school or equivalent,IN,731,"1,006",128,
3180,2011,High school or equivalent,IA,225,490,41,
3181,2011,High school or equivalent,KS,231,257,44,
3182,2011,High school or equivalent,KY,483,560,74,
3183,2011,High school or equivalent,LA,447,515,52,
3184,2011,High school or equivalent,ME,140,180,30,
3185,2011,High school or equivalent,MD,439,729,94,
3186,2011,High school or equivalent,MA,560,776,107,
3187,2011,High school or equivalent,MI,"1,089","1,162",222,
3188,2011,High school or equivalent,MN,396,636,71,
3189,2011,High school or equivalent,MS,304,342,46,
3190,2011,High school or equivalent,MO,573,821,82,
3191,2011,High school or equivalent,MT,100,134,14,
3192,2011,High school or equivalent,NE,138,267,20,
3193,2011,High school or equivalent,NV,206,386,76,
3194,2011,High school or equivalent,NH,96,168,11,
3195,2011,High school or equivalent,NJ,780,"1,114",186,
3196,2011,High school or equivalent,NM,187,193,15,
3197,2011,High school or equivalent,NY,"1,824","2,297",252,
3198,2011,High school or equivalent,NC,833,"1,136",172,
3199,2011,High school or equivalent,ND,35,94,7,
3200,2011,High school or equivalent,OH,"1,318","1,902",222,
3201,2011,High school or equivalent,OK,373,528,41,
3202,2011,High school or equivalent,OR,339,434,72,
3203,2011,High school or equivalent,PA,"1,568","2,011",236,
3204,2011,High school or equivalent,RI,96,127,25,
3205,2011,High school or equivalent,SC,482,586,107,
3206,2011,High school or equivalent,SD,67,118,10,
3207,2011,High school or equivalent,TN,636,960,144,
3208,2011,High school or equivalent,TX,"1,685","2,840",362,
3209,2011,High school or equivalent,UT,197,312,35,
3210,2011,High school or equivalent,VT,52,108,9,
3211,2011,High school or equivalent,VA,599,"1,016",93,
3212,2011,High school or equivalent,WA,469,705,131,
3213,2011,High school or equivalent,WV,300,291,29,
3214,2011,High school or equivalent,WI,491,894,92,
3215,2011,High school or equivalent,WY,44,93,8,
3216,2011,"Some college, less than 4-yr degree",Totals,"66,125","21,480","40,797","3,848"
3217,2011,"Some college, less than 4-yr degree",AL,339,598,66,
3219,2011,"Some college, less than 4-yr degree",AK,51,113,10,
3220,2011,"Some college, less than 4-yr degree",AZ,563,907,81,
3221,2011,"Some college, less than 4-yr degree",AR,215,370,29,
3222,2011,"Some college, less than 4-yr degree",CA,"2,782","4,686",610,
3223,2011,"Some college, less than 4-yr degree",CO,333,694,60,
3224,2011,"Some college, less than 4-yr degree",CT,211,428,52,
3225,2011,"Some college, less than 4-yr degree",DE,61,108,8,
3226,2011,"Some college, less than 4-yr degree",DC,34,43,6,
3227,2011,"Some college, less than 4-yr degree",FL,"1,565","2,570",290,
